123.91,124.119,124.371,124.634,124.9,125.167,125.435,125.703,125.968,126.222,126.435,
123.914,124.124,124.375,124.638,124.904,125.171,125.439,125.707,125.972,126.226,126.439,
123.918,124.128,124.379,124.642,124.908,125.175,125.443,125.711,125.976,126.23,126.442,
123.922,124.132,124.384,124.646,124.912,125.18,125.447,125.715,125.98,126.234,126.446,
123.927,124.136,124.388,124.65,124.916,125.184,125.452,125.719,125.984,126.238,126.45,
123.931,124.14,124.392,124.654,124.92,125.188,125.456,125.723,125.988,126.242,126.454,
123.935,124.145,124.396,124.658,124.924,125.192,125.46,125.727,125.992,126.246,126.458,
123.94,124.149,124.4,124.663,124.928,125.196,125.464,125.731,125.996,126.25,126.462,
123.944,124.153,124.404,124.667,124.932,125.2,125.468,125.735,126,126.254,126.466,
123.948,124.157,124.409,124.671,124.937,125.204,125.472,125.739,126.004,126.258,126.47,
123.952,124.162,124.413,124.675,124.941,125.208,125.476,125.743,126.008,126.262,126.474,
123.957,124.166,124.417,124.679,124.945,125.212,125.48,125.747,126.012,126.266,126.478,
123.961,124.17,124.421,124.683,124.949,125.216,125.484,125.751,126.016,126.27,126.482,
123.965,124.174,124.425,124.687,124.953,125.22,125.488,125.755,126.02,126.274,126.486,
123.969,124.178,124.429,124.691,124.957,125.224,125.492,125.759,126.024,126.278,126.49,
123.974,124.183,124.433,124.695,124.961,125.228,125.496,125.763,126.028,126.282,126.494,
123.978,124.187,124.438,124.699,124.965,125.232,125.5,125.767,126.032,126.286,126.498,
123.982,124.191,124.442,124.704,124.969,125.236,125.504,125.771,126.036,126.29,126.502,
123.986,124.195,124.446,124.708,124.973,125.24,125.508,125.775,126.04,126.294,126.506,
123.991,124.199,124.45,124.712,124.977,125.244,125.512,125.779,126.044,126.298,126.51,
123.995,124.203,124.454,124.716,124.981,125.248,125.516,125.783,126.048,126.302,126.514,
123.999,124.208,124.458,124.72,124.985,125.252,125.52,125.787,126.052,126.306,126.517,
124.003,124.212,124.462,124.724,124.989,125.256,125.524,125.791,126.055,126.309,126.521,
124.007,124.216,124.466,124.728,124.993,125.26,125.528,125.795,126.059,126.313,126.525,
124.012,124.22,124.471,124.732,124.997,125.264,125.532,125.799,126.063,126.317,126.529,
124.016,124.224,124.475,124.736,125.001,125.268,125.536,125.803,126.067,126.321,126.533,
124.02,124.228,124.479,124.74,125.005,125.272,125.54,125.807,126.071,126.325,126.537,
124.024,124.233,124.483,124.744,125.01,125.276,125.544,125.811,126.075,126.329,126.541,
124.028,124.237,124.487,124.748,125.014,125.28,125.548,125.815,126.079,126.333,126.545,
124.033,124.241,124.491,124.752,125.018,125.284,125.552,125.819,126.083,126.337,126.549,
124.037,124.245,124.495,124.757,125.022,125.288,125.556,125.823,126.087,126.341,126.553,
124.041,124.249,124.499,124.761,125.026,125.292,125.56,125.827,126.091,126.345,126.557,
124.045,124.253,124.503,124.765,125.03,125.297,125.564,125.831,126.095,126.349,126.561,
124.049,124.257,124.508,124.769,125.034,125.301,125.568,125.835,126.099,126.353,126.565,
124.054,124.262,124.512,124.773,125.038,125.305,125.572,125.839,126.103,126.357,126.569,
124.058,124.266,124.516,124.777,125.042,125.309,125.576,125.843,126.107,126.361,126.573,
124.062,124.27,124.52,124.781,125.046,125.313,125.58,125.847,126.111,126.365,126.576,
124.066,124.274,124.524,124.785,125.05,125.317,125.584,125.851,126.115,126.369,126.58,
124.07,124.278,124.528,124.789,125.054,125.321,125.588,125.855,126.119,126.373,126.584,
124.074,124.282,124.532,124.793,125.058,125.325,125.592,125.859,126.123,126.377,126.588,
124.079,124.286,124.536,124.797,125.062,125.329,125.596,125.863,126.127,126.381,126.592,
124.083,124.291,124.54,124.801,125.066,125.333,125.6,125.867,126.131,126.385,126.596,
124.087,124.295,124.544,124.805,125.07,125.337,125.604,125.871,126.135,126.388,126.6,
124.091,124.299,124.549,124.809,125.074,125.341,125.608,125.875,126.139,126.392,126.604,
124.095,124.303,124.553,124.813,125.078,125.345,125.612,125.879,126.143,126.396,126.608,
124.099,124.307,124.557,124.818,125.082,125.349,125.616,125.883,126.147,126.4,126.612,
124.104,124.311,124.561,124.822,125.086,125.353,125.62,125.887,126.151,126.404,126.616,
124.108,124.315,124.565,124.826,125.09,125.357,125.624,125.891,126.155,126.408,126.62,
124.112,124.319,124.569,124.83,125.094,125.361,125.628,125.895,126.159,126.412,126.624,
124.116,124.324,124.573,124.834,125.098,125.365,125.632,125.899,126.163,126.416,126.627,
124.12,124.328,124.577,124.838,125.102,125.369,125.636,125.903,126.167,126.42,126.631,
124.124,124.332,124.581,124.842,125.106,125.373,125.64,125.907,126.171,126.424,126.635,
124.129,124.336,124.585,124.846,125.111,125.377,125.644,125.911,126.174,126.428,126.639,
124.133,124.34,124.589,124.85,125.115,125.381,125.648,125.915,126.178,126.432,126.643,
124.137,124.344,124.593,124.854,125.119,125.385,125.652,125.919,126.182,126.436,126.647,
124.141,124.348,124.598,124.858,125.123,125.389,125.656,125.922,126.186,126.44,126.651,
124.145,124.352,124.602,124.862,125.127,125.393,125.66,125.926,126.19,126.444,126.655,
124.149,124.356,124.606,124.866,125.131,125.397,125.664,125.93,126.194,126.448,126.659,
124.153,124.361,124.61,124.87,125.135,125.401,125.668,125.934,126.198,126.451,126.663,
124.158,124.365,124.614,124.874,125.139,125.405,125.672,125.938,126.202,126.455,126.667,
124.162,124.369,124.618,124.878,125.143,125.409,125.676,125.942,126.206,126.459,126.671,
124.166,124.373,124.622,124.882,125.147,125.413,125.68,125.946,126.21,126.463,126.674,
124.17,124.377,124.626,124.886,125.151,125.417,125.684,125.95,126.214,126.467,126.678,
124.174,124.381,124.63,124.89,125.155,125.421,125.688,125.954,126.218,126.471,126.682,
124.178,124.385,124.634,124.894,125.159,125.425,125.692,125.958,126.222,126.475,126.686,
124.182,124.389,124.638,124.899,125.163,125.429,125.696,125.962,126.226,126.479,126.69,
124.186,124.393,124.642,124.903,125.167,125.433,125.7,125.966,126.23,126.483,126.694,
124.191,124.397,124.646,124.907,125.171,125.437,125.704,125.97,126.234,126.487,126.698,
124.195,124.402,124.65,124.911,125.175,125.441,125.708,125.974,126.238,126.491,126.702,
124.199,124.406,124.654,124.915,125.179,125.445,125.712,125.978,126.242,126.495,126.706,
124.203,124.41,124.659,124.919,125.183,125.449,125.716,125.982,126.246,126.499,126.71,
124.207,124.414,124.663,124.923,125.187,125.453,125.72,125.986,126.249,126.502,126.713,
124.211,124.418,124.667,124.927,125.191,125.457,125.724,125.99,126.253,126.506,126.717,
124.215,124.422,124.671,124.931,125.195,125.461,125.728,125.994,126.257,126.51,126.721,
124.219,124.426,124.675,124.935,125.199,125.465,125.732,125.998,126.261,126.514,126.725,
124.224,124.43,124.679,124.939,125.203,125.469,125.736,126.002,126.265,126.518,126.729,
