98.4356,98.4356,98.4356,98.4356,98.4557,98.4958,98.5561,98.6164,98.6766,98.7369,98.7972,
98.4356,98.4356,98.4356,98.4356,98.4758,98.5159,98.5762,98.6365,98.6967,98.757,98.8173,
98.4356,98.4557,98.4557,98.4557,98.4958,98.536,98.5963,98.6566,98.7168,98.7771,98.8374,
98.4557,98.4557,98.4557,98.4758,98.4958,98.5561,98.6164,98.6766,98.7369,98.7972,98.8574,
98.4557,98.4758,98.4758,98.4958,98.5159,98.5762,98.6365,98.6967,98.757,98.8173,98.8775,
98.4758,98.4758,98.4958,98.5159,98.536,98.5963,98.6566,98.7168,98.7771,98.8374,98.8976,
98.4958,98.4958,98.5159,98.5159,98.5561,98.6164,98.6766,98.7369,98.7972,98.8574,98.9177,
98.4958,98.5159,98.5159,98.536,98.5762,98.6365,98.6967,98.757,98.8173,98.8775,98.9378,
98.5159,98.536,98.536,98.5561,98.5963,98.6566,98.7168,98.7771,98.8374,98.8976,98.9579,
98.536,98.536,98.5561,98.5762,98.6164,98.6766,98.7168,98.7972,98.8574,98.9177,98.978,
98.536,98.5561,98.5762,98.5963,98.6365,98.6967,98.7369,98.8173,98.8775,98.9378,98.9981,
98.5561,98.5762,98.5963,98.6164,98.6566,98.7168,98.757,98.8173,98.8976,98.9579,99.0182,
98.5762,98.5963,98.6164,98.6365,98.6766,98.7168,98.7771,98.8374,98.9177,98.978,99.0382,
98.5963,98.6164,98.6164,98.6566,98.6967,98.7369,98.7972,98.8574,98.9378,98.9981,99.0583,
98.5963,98.6365,98.6365,98.6766,98.7168,98.757,98.8173,98.8775,98.9579,99.0182,99.0784,
98.6164,98.6365,98.6566,98.6967,98.7369,98.7771,98.8374,98.8976,98.978,99.0382,99.0985,
98.6365,98.6566,98.6766,98.7168,98.757,98.7972,98.8574,98.9177,98.978,99.0583,99.1186,
98.6566,98.6766,98.6967,98.7168,98.7771,98.8173,98.8775,98.9378,98.9981,99.0784,99.1387,
98.6766,98.6967,98.7168,98.7369,98.7972,98.8374,98.8976,98.9579,99.0182,99.0985,99.1588,
98.6967,98.7168,98.7369,98.757,98.8173,98.8574,98.9177,98.978,99.0382,99.0985,99.1789,
98.6967,98.7369,98.757,98.7771,98.8173,98.8775,98.9378,98.9981,99.0583,99.1186,99.199,
98.7168,98.7369,98.7771,98.7972,98.8374,98.8976,98.9579,99.0182,99.0784,99.1387,99.219,
